"H","22","branche","GM04","2","-1","-1","5","-5","-1","2","5","5","-1","15",,"19:30:00","23:00:00","20","Non","Lundi, Mardi, Mercredi, Jeudi, Vendredi","3","7"
"F","18","tronc commun","TC02","5","0","0","0","2","0","2","-1","0","-1","30",,"19:30:00","22:00:00","10","Oui","Vendredi","4","4"
"F","21","branche","GI04","0","-1","-5","0","2","-1","-1","-1","5","5","30",,"21:00:00","22:00:00","10","Oui","Lundi, Jeudi, Vendredi","2","3"
"H","20","branche","GI02","0","0","2","5","0","0","5","5","5","5","20",,"18:30:00","22:00:00","5","Non","Vendredi","2","4"
"H","21","branche","GSM04","-1","2","2","5","2","0","2","-1","5","5","15",,"18:30:00","22:00:00","0","Non","Lundi, Mercredi, Jeudi, Vendredi","4","6"
"F","20","branche","GB01","2","0","5","0","2","0","5","0","5","5","30",,"20:00:00","22:30:00","8","Oui","Jeudi, Vendredi","2","10"
"H","24","branche","GM06","0","5","5","5","0","5","5","5","5","5","20",,"19:00:00","22:30:00","12","Oui","Lundi, Mardi, Mercredi, Jeudi, Vendredi","4","7"
"H","21","branche","GB04","2","2","5","2","0","5","5","2","5","5","40",,"19:30:00","22:00:00","10","Non","Jeudi, Vendredi","3","5"
"F","20","escom","","-1","2","2","5","-5","5","2","2","5","5","30",,"20:30:00","22:00:00","10","Non","Mardi, Jeudi, Vendredi","2","2"
"H","22","branche","GI04","0","5","5","2","0","2","5","5","2","5","20",,"20:00:00","21:10:00","6","Oui","Vendredi","3","4"
"F","18","tronc commun","TC02","0","-1","0","0","0","0","5","0","5","5","30",,"20:00:00","22:00:00","8","Non","Jeudi, Vendredi","3","2"
"H","19","tronc commun","TC02","5","2","0","0","2","0","2","0","2","0","15",,"19:30:00","21:00:00","5","Oui","Lundi, Mardi, Jeudi","3","4"
"H","22","branche","GSM04","5","2","5","2","5","5","5","0","5","5","15",,"20:00:00","09:00:00","15","Oui","Mardi, Vendredi","2","6"
"H","21","branche","GM04","5","2","-1","-5","-1","2","5","0","2","5","20",,"19:30:00","22:00:00","5","Non","Jeudi, Vendredi","3","6"
"H","23","branche","GI04","0","2","2","5","-5","5","5","5","5","5","7","20","20:15:00","22:00:00","20","Non","Mercredi, Jeudi, Vendredi","4","5"
"F","19","tronc commun","TC02","2","2","0","2","0","0","0","0","0","2","35",,"20:00:00","22:00:00","10","Non","Mercredi, Jeudi, Vendredi","2","9"
"F","20","branche","GSM02","-1","-1","-1","2","5","2","5","2","5","5","20",,"19:30:00","22:00:00","10","Oui","Jeudi, Vendredi","2","6"
"H","22","branche","GSM04","0","0","-1","2","2","0","5","0","5","2","30",,"20:15:00","22:00:00","6","Oui","Jeudi, Vendredi","3","4"
"F","20","tronc commun","TC02","5","5","-5","2","5","2","5","2","5","5","20",,"20:00:00","21:45:00","10","Oui","Vendredi","3","6"
"H","20","branche","GI02","0","5","2","2","2","5","2","5","5","2","35",,"19:00:00","22:00:00","12","Oui","Lundi, Mercredi, Jeudi","2","5"
"H","20","branche","GM02","0","0","0","0","2","0","2","5","5","2","15",,"20:00:00","22:00:00","8","Oui","Mercredi, Jeudi","4","6"
"F","20","branche","GB02","5","0","0","0","2","0","0","0","0","-1","30",,"19:45:00","22:15:00","8","Oui","Mercredi, Jeudi","1","7"
"H","25","branche","GI04","2","0","-1","0","5","-1","-1","-1","5","2","30",,"18:30:00","22:00:00","10","Non","Mardi, Jeudi","3","6"
"H","21","branche","GM02","2","0","0","0","5","0","0","0","2","0","5",,"19:30:00","22:00:00","10","Oui","Jeudi, Vendredi","2","6"
"H","21","branche","GI02","2","2","-5","2","2","2","2","2","5","-1","25",,"20:00:00","22:00:00","5","Oui","Mercredi, Jeudi","4","4"
"H","20","branche","GM02","2","-1","2","2","-5","-1","5","-1","5","5","25",,"18:30:00","22:30:00","20","Non","Jeudi, Vendredi","4","15"
"H","21","branche","GM02","0","0","2","5","0","-5","5","0","2","5","20",,"20:00:00","22:00:00","5","Oui","Mardi, Mercredi, Vendredi","3","2"
"H","23","branche","GI06","5","-1","-1","5","-5","-1","-1","5","5","5","30",,"09:30:00","22:30:00","10","Non","Lundi, Mardi, Mercredi, Jeudi, Vendredi","4","2"
"F","23","branche","GB04","0","0","0","2","5","0","2","2","5","5","20",,"20:00:00","22:00:00","6","Oui","Jeudi, Vendredi","2","7"
"H","22","branche","GSU02","0","5","5","0","0","5","5","5","5","5","10",,"20:00:00","21:45:00","10","Oui","Lundi, Mercredi","3","5"
"F","18","tronc commun","TC04","5","0","-5","0","5","-5","-1","0","0","2","25",,"20:00:00","22:00:00","7","Non","Mardi, Jeudi","3","4"
"F","24","branche","GB04","-1","5","0","2","-5","-1","-1","5","2","2","15",,"19:30:00","22:00:00","6","Oui","Mardi, Mercredi","2","6"
"F","22","branche","GI04","0","5","5","0","-5","5","2","5","5","2","20",,"19:30:00","22:00:00","8","Non","Lundi, Mercredi, Vendredi","2","6"
"F","18","tronc commun","TC02","2","0","0","0","2","0","2","2","0","-1","30",,"19:00:00","20:30:00","5","Non","Mardi, Jeudi","3","4"
"F","21","branche","GB04","5","0","-1","2","-5","0","5","0","5","2","40",,"20:00:00","22:00:00","5","Oui","","1","3"
"F","21","branche","GB04","5","0","-1","2","-5","0","5","0","5","2","40",,"20:00:00","22:00:00","5","Oui","","1","3"
"H","24","diplomé","","2","-1","2","5","-5","5","5","2","2","5","20",,"18:30:00","23:00:00","20","Non","Lundi, Mardi, Mercredi, Jeudi, Vendredi","5","2000"
"F","21","branche","GB04","5","2","2","2","2","0","2","0","2","-1","45",,"20:00:00","22:00:00","4","Non","Mercredi, Vendredi","2","3"
"F","21","branche","GB02","0","0","0","2","0","5","5","2","2","5","15",,"20:00:00","22:00:00","8","Non","Jeudi, Vendredi","3","10"
"F","18","tronc commun","TC02","0","0","0","0","-1","0","0","0","0","0","5",,"20:00:00","22:00:00","6","Oui","Mercredi, Jeudi","3","4"
"F","18","tronc commun","TC01","-1","0","0","0","2","0","5","0","0","5","20",,"20:00:00","23:00:00","10","Oui","Jeudi","1","10"
"F","21","branche","GB04","2","0","0","0","-1","0","2","0","-1","2","30",,"20:00:00","22:15:00","6","Oui","Jeudi, Vendredi","2","5"
"F","22","branche","GB05","5","0","0","2","-1","0","5","0","2","5","20",,"20:00:00","22:30:00","5","Non","Mardi, Jeudi, Vendredi","3","8"
"H","20","branche","GI04","5","2","-1","2","5","2","-1","5","5","5","30",,"18:00:00","20:30:00","10","Non","Lundi, Mardi, Mercredi, Jeudi","2","6"
"H","21","branche","GI04","5","0","0","0","2","0","0","0","0","0","30",,"19:30:00","21:00:00","10","Oui","Jeudi","3","5"
"H","18","tronc commun","TC02","2","0","2","5","-1","0","5","5","5","5","15",,"20:00:00","22:00:00","8","Oui","Mercredi, Jeudi, Vendredi","4","6"
"F","18","tronc commun","TC02","2","0","5","5","-1","5","5","0","5","5","20",,"20:30:00","22:00:00","4","Non","Mercredi, Jeudi, Vendredi","2","7"
"F","21","branche","GM04","0","0","0","0","2","-1","-1","-1","-1","-1","30",,"20:30:00","23:00:00","5","Non","Mercredi, Jeudi, Vendredi","3","6"
"H","20","tronc commun","TC02","0","2","2","2","-1","5","2","5","2","-1","20",,"20:00:00","22:00:00","5","Oui","Lundi, Jeudi, Vendredi","3","4"
"F","20","tronc commun","TC02","0","0","2","5","-5","5","2","2","2","5","20",,"20:00:00","22:00:00","5","Oui","Mardi, Jeudi, Vendredi","3","10"
"F","18","tronc commun","TC02","0","2","0","0","-1","0","2","2","0","2","30",,"20:30:00","22:00:00","8","Oui","Mercredi, Jeudi","2","6"
"F","21","branche","GSU02","-1","-1","-1","2","-5","2","5","2","2","2","4","20","18:30:00","22:30:00","8","Non","Lundi, Mardi, Mercredi, Jeudi","4","20"
"F","23","branche","GI04","0","5","-1","-1","-5","2","2","5","2","2","15",,"19:00:00","21:00:00","6","Non","","1","4"
"F","20","tronc commun","TC04","0","-1","2","5","-5","5","-1","-1","2","5","30",,"18:30:00","21:03:00","10","Non","Lundi, Mardi, Vendredi","4","4"
"H","19","tronc commun","TC02","0","0","0","0","2","0","5","0","0","-1","2","20","20:30:00","22:00:00","10","Oui","","3","4"
"H","21","branche","GI04","2","0","0","2","2","-1","-1","-1","-1","-1","30",,"18:30:00","21:00:00","99999999999","Non","Lundi, Mercredi, Vendredi","3","4"
"F","22","branche","GI06","5","0","-1","0","-1","0","2","0","2","2","45",,"19:30:00","22:00:00","10","Oui","Lundi, Mardi, Mercredi, Jeudi","1","10"
"H","23","branche","GI06","-1","2","2","2","-5","5","-1","2","2","2","25",,"19:45:00","21:30:00","18","Non","Mardi, Mercredi","4","4"
"F","24","branche","GM07","5","-5","-5","5","5","-1","-1","-1","5","-1","30",,"19:00:00","21:30:00","10","Non","Lundi, Mercredi","1","3"
"H","19","branche","GSM02","2","-1","2","2","0","2","5","-1","5","2","15",,"19:30:00","22:30:00","8","Oui","Jeudi","2","6"
"H","19","branche","GM01","5","2","2","2","0","0","5","2","2","5","40",,"18:30:00","20:00:00","20","Oui","Jeudi","4","8"
"F","20","branche","GI02","2","-1","2","5","-1","2","5","0","0","-1","25",,"20:00:00","22:30:00","5","Oui","Mercredi, Jeudi, Vendredi","3","20"
"F","22","branche","GSM02","2","0","-1","5","-5","-1","2","5","5","-1","20",,"19:00:00","22:00:00","7","Oui","Jeudi, Vendredi","3","5"
"F","22","branche","GB06","5","0","-1","0","5","2","0","0","2","5","45",,"19:30:00","22:30:00","6","Oui","Jeudi, Vendredi","2","3"
"H","21","branche","GI04","-1","2","2","5","-5","-1","2","2","5","5","20",,"20:30:00","22:00:00","10","Oui","Lundi, Mardi, Mercredi, Jeudi, Vendredi","2","15"
"F","19","tronc commun","TC02","0","0","0","0","5","0","2","0","0","2","10",,"20:00:00","22:00:00","5","Non","Mardi, Jeudi","2","4"
"F","20","branche","GI02","5","0","0","0","0","0","0","0","0","0","45",,"18:30:00","18:31:00","0","Non","Lundi, Mercredi","2","6"
"F","21","branche","GP02","2","-1","2","5","-1","2","2","-1","-1","2","40",,"19:30:00","22:30:00","5","Oui","Jeudi","1","10"
"F","21","branche","GB04","-1","0","-5","2","2","0","5","0","5","2","20",,"20:00:00","22:00:00","8","Oui","Jeudi, Vendredi","2","7"
"H","23","branche","GI05","2","5","2","5","-1","5","2","5","5","5","10",,"18:30:00","21:00:00","9","Non","Lundi, Mardi, Mercredi, Jeudi, Vendredi","3","3"
"F","20","branche","GM01","0","0","0","0","5","0","0","0","2","0","30",,"18:00:00","19:00:00","5","Oui","Jeudi, Vendredi","1","4"
"F","18","hutech","GI04","0","0","0","0","2","0","5","2","0","5","15",,"20:30:00","22:00:00","7","Oui","Jeudi, Vendredi","2","4"
"F","21","branche","GB01","5","0","0","2","-5","2","0","0","2","0","20",,"20:45:00","22:00:00","6","Oui","Jeudi","2","6"
"F","20","branche","GI04","-1","5","-5","5","2","2","2","5","2","5","3","20","20:00:00","22:00:00","10","Non","Lundi, Jeudi, Vendredi","4","4"
"F","21","branche","GB04","2","-1","0","2","2","-5","5","-1","5","-1","15",,"19:00:00","22:00:00","6","Non","Jeudi, Vendredi","2","3"
"F","18","tronc commun","TC02","0","0","0","0","0","0","0","0","0","0","25",,"20:00:00","22:00:00","6","Non","Jeudi","1","4"
"H","19","tronc commun","TC02","-1","-1","-1","-1","-5","2","2","-1","-1","5","5",,"19:30:00","22:00:00","8","Oui","Mercredi, Jeudi, Vendredi","3","5"
"H","21","branche","GI04","-1","2","2","5","5","5","2","5","5","5","30",,"19:30:00","22:00:00","20","Oui","Lundi, Mardi, Mercredi, Jeudi, Vendredi","3","4"
"H","23","branche","GP06","0","0","2","0","5","0","2","5","5","2","15",,"20:00:00","21:30:00","8","Non","Mardi, Vendredi","4","4"
"H","23","branche","GB04","2","0","0","0","2","0","0","0","0","5","30",,"20:00:00","21:00:00","5","Non","Mardi, Mercredi, Jeudi","3","5"
"H","19","tronc commun","TC02","2","5","5","5","2","2","5","2","5","5","10",,"20:00:00","22:00:00","10","Oui","Jeudi, Vendredi","4","15"
"F","23","branche","GP04","2","2","2","0","5","0","0","0","0","5","15",,"20:00:00","22:00:00","5","Non","Mardi, Vendredi","2","4"
"H","23","diplomé","","5","0","0","0","2","0","0","0","5","5","30",,"19:00:00","22:00:00","10","Non","Vendredi","3","4"
"H","20","tronc commun","TC04","2","0","0","0","0","5","0","5","5","5","15",,"20:00:00","22:00:00","8","Oui","Lundi, Mercredi","4","4"
"H","20","escom","","0","0","-1","0","0","0","0","0","2","5","20",,"20:00:00","22:00:00","10","Oui","Jeudi, Vendredi","4","10"
"H","23","branche","GP06","2","-1","2","-1","5","2","-1","-5","5","5","30",,"19:30:00","22:00:00","15","Oui","Mercredi, Jeudi, Vendredi","2","4"
"H","19","tronc commun","TC02","2","2","5","5","-5","2","5","0","5","5","30",,"19:30:00","20:30:00","8","Non","Lundi, Mardi, Mercredi, Vendredi","3","4"
"H","21","branche","GI01","2","2","2","2","2","2","5","2","2","5","30",,"20:00:00","22:00:00","10","Non","Jeudi, Vendredi","3","5"
"H","18","tronc commun","TC02","0","0","0","0","2","0","5","0","2","5","15",,"20:00:00","22:00:00","11","Oui","Vendredi","3","6"
"F","18","escom","","0","0","0","0","5","0","2","0","2","2","15",,"20:40:00","22:00:00","10","Non","Jeudi","2","7"
"F","22","branche","GI04","0","0","0","2","0","0","2","0","0","5","20",,"20:00:00","22:00:00","10","Non","Mercredi, Jeudi, Vendredi","3","5"
"H","23","branche","GM05","0","0","2","2","-1","2","5","2","5","5","20",,"18:30:00","22:30:00","15","Oui","Mardi, Mercredi, Jeudi","4","2"
"H","18","tronc commun","TC01","0","0","0","0","0","0","5","0","0","0","20",,"19:30:00","21:00:00","5","Non","Mercredi, Jeudi","2","3"
"H","22","branche","GSU05","-1","0","0","-1","-1","2","2","2","2","2","25",,"20:00:00","22:00:00","10","Oui","Lundi, Mercredi, Jeudi, Vendredi","4","4"
"H","23","branche","GI04","5","2","2","5","-1","2","5","5","5","5","15",,"18:30:00","22:30:00","10","Non","Mardi, Jeudi, Vendredi","5","2"
"F","19","tronc commun","TC04","0","2","5","2","2","0","2","2","5","5","15",,"20:30:00","22:00:00","8","Non","Mardi, Jeudi, Vendredi","4","8"
"F","23","branche","GB06","0","0","2","0","5","0","0","5","5","5","20",,"19:45:00","22:30:00","7","Oui","Mardi, Jeudi","4","6"
"F","19","tronc commun","TC04","0","2","-1","0","-1","-1","5","2","2","5","20",,"19:00:00","21:00:00","5","Non","","2","4"
"F","19","tronc commun","TC04","0","2","-1","0","-1","-1","5","2","2","5","20",,"19:00:00","21:00:00","5","Non","","2","4"
"H","18","tronc commun","TC02","5","5","5","5","5","0","2","0","2","5","10",,"20:30:00","22:00:00","10","Oui","Jeudi, Vendredi","4","10"
"H","22","branche","GI02","2","-1","-1","5","2","-1","2","-5","2","5","25",,"08:00:00","22:00:00","15","Non","Lundi, Mardi, Mercredi, Jeudi, Vendredi","4","8"
"H","24","branche","GSU05","5","2","2","2","2","5","5","2","2","5","20",,"19:00:00","22:50:00","9","Non","Mardi, Mercredi, Jeudi, Vendredi","4","8"
"H","21","branche","GM02","0","5","5","0","0","5","0","5","0","5","10",,"19:30:00","22:00:00","10","Non","Mercredi, Vendredi","5","4"
"F","18","tronc commun","TC02","2","-5","-1","5","-5","-1","5","5","2","2","20",,"20:00:00","22:00:00","8","Non","Mardi, Jeudi, Vendredi","2","4"
"H","19","tronc commun","TC04","5","-1","-1","2","2","2","5","0","5","5","15",,"20:30:00","22:00:00","10","Oui","Lundi, Mardi, Mercredi, Jeudi, Vendredi","3","4"
"H","19","tronc commun","TC04","5","-1","-1","2","2","2","5","0","5","5","15",,"20:30:00","22:00:00","10","Oui","Lundi, Mardi, Mercredi, Jeudi, Vendredi","3","4"
"F","24","branche","GP05","0","5","2","0","-5","-1","2","2","2","5","20",,"20:00:00","22:00:00","10","Non","Mardi, Mercredi, Jeudi, Vendredi","4","8"
"H","20","branche","GI02","5","-5","-5","5","-1","-5","2","0","5","5","30",,"20:30:00","22:00:00","8","Oui","Mardi, Mercredi, Jeudi","2","6"
"F","22","branche","GI06","0","0","5","2","-5","0","2","-1","5","5","20",,"19:00:00","22:00:00","15","Non","Lundi, Mardi, Jeudi, Vendredi","3","4"
"F","21","branche","GM03","0","-1","5","2","-1","5","5","0","-1","5","25",,"20:15:00","22:00:00","5","Non","Mardi, Jeudi, Vendredi","3","8"
"F","20","branche","GI02","2","0","0","0","0","0","0","0","5","2","30",,"19:00:00","21:00:00","4","Non","Jeudi, Vendredi","2","2"
"H","26","diplomé","","-1","2","2","5","-5","5","2","5","2","2","25",,"18:45:00","23:00:00","20","Non","Vendredi","3","10"
"H","21","branche","GI04","0","2","0","5","0","0","5","0","0","5","15",,"20:00:00","22:30:00","20","Oui","Mercredi, Jeudi, Vendredi","4","5"
"H","20","branche","GM02","0","2","2","2","-1","2","-1","-1","2","2","20",,"19:00:00","21:30:00","10","Non","Mercredi, Jeudi","4","6"
"H","22","branche","GSU02","0","-1","2","0","2","2","5","5","5","5","15",,"19:30:00","23:00:00","10","Non","Lundi, Mercredi, Jeudi, Vendredi","3","5"
"H","20","branche","GM02","0","0","2","5","0","0","0","5","2","2","20",,"20:00:00","22:15:00","10","Oui","Jeudi, Vendredi","2","4"
"H","23","diplomé","","2","2","2","5","-5","5","2","5","2","2","25",,"18:32:00","22:45:00","20","Non","Vendredi","5","100"
"F","18","tronc commun","TC02","5","0","0","2","5","0","5","0","2","5","40",,"20:30:00","22:00:00","4","Non","Jeudi, Vendredi","4","7"
"F","21","branche","GSM04","0","0","0","0","0","0","2","2","5","5","29",,"19:30:00","22:00:00","10","Oui","Mardi, Jeudi, Vendredi","3","4"
"F","21","branche","GB04","2","0","2","5","5","0","5","2","2","5","30",,"19:30:00","23:00:00","12","Non","Mardi, Jeudi, Vendredi","3","7"
"H","22","branche","GM04","2","2","-1","5","-5","5","-5","5","-1","5","20",,"20:00:00","22:30:00","12","Oui","Jeudi, Vendredi","4","4"
"H","21","branche","GSM02","0","0","5","2","0","2","2","2","2","2","15",,"19:00:00","20:00:00","5","Non","Mardi, Jeudi","4","5"
"H","22","branche","GM06","0","2","-1","5","-5","2","5","2","-1","2","30",,"19:30:00","22:00:00","15","Non","Mardi, Jeudi, Vendredi","4","5"
"F","19","tronc commun","TC03","0","0","0","2","5","2","-5","-5","-1","2","2","20","20:30:00","22:30:00","5","Oui","Jeudi","1","5"
"H","20","tronc commun","TC02","0","2","2","2","0","2","2","5","5","2","20",,"18:30:00","22:00:00","20","Non","Lundi, Mardi, Mercredi, Jeudi, Vendredi","3","8"
"H","21","branche","GSU04","-1","2","2","0","-5","5","5","2","-1","0","30",,"19:30:00","22:00:00","10","Non","Lundi, Mardi, Mercredi, Jeudi, Vendredi","4","4"
"H","24","branche","GB06","2","2","2","5","-1","2","2","2","2","2","20",,"19:00:00","22:00:00","10","Non","Lundi, Mardi, Mercredi, Jeudi, Vendredi","4","5"
"F","23","branche","GI04","-1","-5","-1","5","-1","2","2","2","0","5","30",,"18:30:00","22:00:00","15","Non","Lundi, Mardi, Mercredi, Jeudi, Vendredi","4","3"
"H","21","escom","","-1","2","5","2","5","5","2","5","5","5","15",,"20:00:00","22:30:00","9","Oui","Lundi, Mardi","4","4"
"F","23","branche","GM06","2","2","2","5","-5","5","2","2","5","2","15",,"19:00:00","22:00:00","20","Oui","","3","2"
"H","19","tronc commun","TC02","-1","-1","5","2","-5","0","5","2","2","-1","30",,"20:30:00","22:15:00","10","Oui","Jeudi, Vendredi","4","7"
"H","21","branche","GM02","2","-1","-1","-1","5","2","5","5","5","5","15",,"20:00:00","22:00:00","10","Oui","Vendredi","2","4"
"H","21","branche","GSM02","0","0","2","2","0","5","5","2","2","5","20",,"20:00:00","21:00:00","7","Non","Lundi, Jeudi, Vendredi","3","8"
"H","21","branche","GI04","5","2","5","5","-1","2","5","2","5","5","30",,"19:30:00","22:30:00","15","Oui","Mardi, Jeudi, Vendredi","3","6"
"H","21","branche","GP02","0","5","2","2","2","5","2","5","2","5","20",,"19:00:00","22:00:00","10","Non","Lundi, Mercredi, Jeudi","4","3"
"H","20","tronc commun","TC02","0","2","2","5","0","2","2","5","5","5","15",,"20:30:00","21:45:00","40","Non","Mercredi, Vendredi","3","4"
"F","19","branche","GI01","2","5","0","5","5","0","5","0","0","5","30",,"18:30:00","22:00:00","8","Non","Lundi, Mardi, Mercredi, Jeudi, Vendredi","4","4"
"F","19","tronc commun","TC01","0","2","0","5","0","0","0","5","2","5","20",,"20:30:00","22:00:00","8","Oui","Mercredi, Jeudi","3","7"
